LOADCOMMANDID,ISSUEDATE,DATEOFSERVICE,UPDATETIME,ISPRIMARY,SERVICEPDSTART,PENDESCALATIONFORBULK,ID,DEDUCTIONTYPE,PAYTODENORM,CREATEUSERID,PAYTO,MAILINGADDRESSID,RECURRINGCHECKID,BEANVERSION,RETIRED,BANKACCOUNTTYPE,CHECKINSTRUCTIONS,UPDATEUSERID,INVOICENUMBER,BULKINVOICEITEMINFOID,ACCOUNTNAME,MEMO,PORTIONID,CHECKTYPE,MAILTOADDRESS,PUBLICID,ENTEREDTIME,BANKNAME,CREATETIME,CHECKNUMBER,SERVICEPDEND,BANKROUTINGNUMBER,DELIVERYMETHOD,CLAIMID,GROUPID,SCHEDULEDSENDDATE,REPORTABLEAMOUNT,PAYMENTMETHOD,ARCHIVEPARTITION,CHECKBATCHING,BANKACCOUNT,MAILTO,STATUS,COMMENTS,CHECKSETID,REPORTABILITY,BANKACCOUNTNUMBER,CLAIMCONTACTID
,,,2018-02-22 16:56:42.924,,,0,112,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1586,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:112,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-11-30 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,113,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1587,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:113,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2019-01-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 17:30:02.515,,,0,114,,PETROCELLI MICHAEL,3,PETROCELLI MICHAEL,1588,,1,0,,10001.0,2,,,,Claim AA00029,,1,,cc:114,2018-02-22 17:03:45.025,,2018-02-22 17:03:45.025,,,,10003,544,,2018-02-22 00:00:00.000,100.0,2,,10001,,PETROCELLI MICHAEL,14,,205,1,,648.0
,,,2018-02-23 15:34:18.396,,,0,201,,PETROCELLI MICHAEL,3,PETROCELLI MICHAEL,1759,,0,0,,,3,,,,Claim AA00078,,1,,cc:201,2018-02-23 15:34:18.396,,2018-02-23 15:34:18.396,,,,10003,1116,,2018-02-23 00:00:00.000,25000.0,2,,10001,,PETROCELLI MICHAEL,7,,305,1,,1235.0
,,,2018-02-23 15:45:52.685,,,0,202,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1760,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:202,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-02-23 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,203,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1761,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:203,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-03-01 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,204,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1762,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:204,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-03-30 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,205,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1763,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:205,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-05-01 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,206,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1764,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:206,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-06-01 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,207,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1765,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:207,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-06-29 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,208,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1766,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:208,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-08-01 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,209,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1767,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:209,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-08-31 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,210,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1768,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:210,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-10-01 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,211,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1769,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:211,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-11-01 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-02-23 15:45:52.685,,,0,212,,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,3,StatefarminsurancemutualcompanStatefarminsurancemutualcompan,1770,201.0,0,0,,,3,,,,Claim AA00028,,1,,cc:212,2018-02-23 15:45:52.685,,2018-02-23 15:45:52.685,,,,10003,540,,2018-11-30 00:00:00.000,120.0,2,,10001,,Statefarminsurancem,7,,306,2,,
,,,2018-06-22 06:30:00.429,,,0,3501,,KEVIN OMER,3,KEVIN OMER,10421,,1,0,,,2,,,,Claim AA01072,,1,,cc:3501,2018-06-22 06:17:49.059,,2018-06-22 06:17:49.059,,,,10003,7002,,2018-06-22 00:00:00.000,250.65,2,,10001,,KEVIN OMER,14,,4302,1,,
,,,2018-06-22 18:30:00.402,,,0,3502,,Test Injured,3,Test Injured,10439,,1,0,,,2,,,,Claim AA01076,,1,,cc:3502,2018-06-22 18:02:18.054,,2018-06-22 18:02:18.054,,,,10003,7004,,2018-06-22 00:00:00.000,50.0,2,,10001,,Test Injured,14,,4304,1,,9224.0
,,,2018-06-22 18:30:00.957,,,0,3503,,Test Injured,3,Test Injured,10440,,1,0,,,2,,,,Claim AA01076,,1,,cc:3503,2018-06-22 18:03:53.352,,2018-06-22 18:03:53.352,,,,10003,7004,,2018-06-22 00:00:00.000,35.230000000000004,2,,10001,,Test Injured,14,,4306,1,,9224.0
,,,2018-06-22 20:00:00.389,,,0,3504,,Test Injured,3,Test Injured,10455,,2,0,,,2,,,,Claim AA01080,,1,,cc:3504,2018-06-22 19:43:07.663,,2018-06-22 19:43:07.663,,,,10003,7008,,2018-06-22 00:00:00.000,25.36,2,,10001,,Test Injured,14,,4309,1,,9238.0
,,,2018-06-22 20:00:00.596,,,0,3505,,Test HO Und,3,Test HO Und,10456,,2,0,,,2,,,,Claim AA01080,,1,,cc:3505,2018-06-22 19:44:27.122,,2018-06-22 19:44:27.122,,,,10003,7008,,2018-06-22 00:00:00.000,35.5,2,,10001,,Test HO Und,14,,4311,1,,9236.0
,,,2018-06-22 20:00:00.809,,,0,3506,,Test Injured,3,Test Injured,10458,,2,0,,,2,,,,Claim AA01080,,1,,cc:3506,2018-06-22 19:48:13.510,,2018-06-22 19:48:13.510,,,,10003,7008,,2018-06-22 00:00:00.000,56.63,2,,10001,,Test Injured,14,,4312,1,,9238.0
,,,2018-06-22 20:30:00.275,,,0,3507,,Test HO Und,3,Test HO Und,10469,,2,0,,,2,,,,Claim AA01082,,1,,cc:3507,2018-06-22 20:10:50.759,,2018-06-22 20:10:50.759,,,,10003,7010,,2018-06-22 00:00:00.000,50.29,2,,10001,,Test HO Und,14,,4314,1,,9246.0
,,,2018-06-22 20:30:00.465,,,0,3508,,Test HO Und,3,Test HO Und,10481,,1,0,,,2,,,,Claim AA01083,,1,,cc:3508,2018-06-22 20:23:37.312,,2018-06-22 20:23:37.312,,,,10003,7011,,2018-06-22 00:00:00.000,56.25,2,,10001,,Test HO Und,14,,4316,1,,9249.0
,,,2018-06-22 20:30:00.618,,,0,3509,,Test HO Und,3,Test HO Und,10482,,2,0,,,2,,,,Claim AA01083,,1,,cc:3509,2018-06-22 20:29:00.113,,2018-06-22 20:29:00.113,,,,10003,7011,,2018-06-22 00:00:00.000,77.99,2,,10001,,Test HO Und,14,,4318,1,,9249.0
,,,2018-06-25 14:06:51.523,,,0,3601,,HARRITT ADAMS,3,HARRITT ADAMS,10538,,0,0,,,3,,,,Claim AA01092,,1,,cc:3601,2018-06-25 14:06:51.523,,2018-06-25 14:06:51.523,,,,10003,7109,,2018-06-25 00:00:00.000,1000.0,2,,10001,,HARRITT ADAMS,7,,4403,1,,9327.0
,,,2018-06-25 14:10:39.660,,,0,3602,,Shawna Webber,3,Shawna Webber,10543,,0,0,,,3,,,,Claim AA01093,,1,,cc:3602,2018-06-25 14:10:39.660,,2018-06-25 14:10:39.660,,,,10003,7110,,2018-06-25 00:00:00.000,100.0,2,,10001,,Shawna Webber,7,,4405,1,,9329.0
,,,2018-06-25 14:30:00.672,,,0,3603,,Third Party Injured,3,Third Party Injured,10544,,2,0,,,2,,,,Claim AA01083,,1,,cc:3603,2018-06-25 14:13:04.571,,2018-06-25 14:13:04.571,,,,10003,7011,,2018-06-25 00:00:00.000,99.5,2,,10001,,Third Party Injured,14,,4407,1,,9251.0
,,,2018-06-25 16:00:00.261,,,0,3604,,Test Child,3,Test Child,10577,,2,0,,,2,,,,Claim AA01097,,1,,cc:3604,2018-06-25 15:50:08.342,,2018-06-25 15:50:08.342,,,,10003,7114,,2018-06-25 00:00:00.000,56.36,2,,10001,,Test Child,14,,4409,1,,9350.0
,,,2018-06-25 16:00:00.424,,,0,3605,,Test Spouse,3,Test Spouse,10578,,1,0,,,2,,,,Claim AA01097,,1,,cc:3605,2018-06-25 15:54:17.601,,2018-06-25 15:54:17.601,,,,10003,7114,,2018-06-25 00:00:00.000,45.5,2,,10001,,Test Spouse,14,,4411,1,,9349.0
,,,2018-06-25 17:00:00.522,,,0,3606,,Third Party,3,Third Party,10581,,2,0,,,2,,,,Claim AA01097,,1,,cc:3606,2018-06-25 16:30:24.161,,2018-06-25 16:30:24.161,,,,10003,7114,,2018-06-25 00:00:00.000,789.29,2,,10001,,Third Party,14,,4413,1,,9353.0
,,,2018-06-26 11:30:00.495,,,0,3701,,Test HO IL,3,Test HO IL,10736,,1,0,,,2,,,,Claim AA01114,,1,,cc:3701,2018-06-26 11:26:34.121,,2018-06-26 11:26:34.121,,,,10003,7210,,2018-06-26 00:00:00.000,100.0,2,,10001,,Test HO IL,14,,4502,1,,9431.0
,,,2018-06-26 13:00:01.658,,,0,3702,,Defa*** Own***,3,Defa*** Own***,10742,,1,0,,,2,,,,Claim AA01102,,1,,cc:3702,2018-06-26 12:50:56.157,,2018-06-26 12:50:56.157,,,,10003,7120,,2018-06-26 00:00:00.000,750.0,2,,10001,,Defa*** Own***,14,,4504,1,,9373.0
,,,2018-06-26 13:00:02.679,,,0,3703,,Defa*** Own***,3,Defa*** Own***,10743,,1,0,,,2,,,,Claim AA01102,,1,,cc:3703,2018-06-26 12:51:13.513,,2018-06-26 12:51:13.513,,,,10003,7120,,2018-06-26 00:00:00.000,750.0,2,,10001,,Defa*** Own***,14,,4505,1,,9373.0
,,,2018-06-26 13:00:03.176,,,0,3704,,Defa*** Own***,3,Defa*** Own***,10744,,1,0,,,2,,,,Claim AA01102,,1,,cc:3704,2018-06-26 12:51:37.036,,2018-06-26 12:51:37.036,,,,10003,7120,,2018-06-26 00:00:00.000,750.0,2,,10001,,Defa*** Own***,14,,4506,1,,9373.0
,,,2018-06-26 13:00:03.938,,,0,3705,,Defa*** Own***,3,Defa*** Own***,10745,,1,0,,,2,,,,Claim AA01102,,1,,cc:3705,2018-06-26 12:51:53.713,,2018-06-26 12:51:53.713,,,,10003,7120,,2018-06-26 00:00:00.000,750.0,2,,10001,,Defa*** Own***,14,,4507,1,,9373.0
,,,2018-06-26 13:00:04.904,,,0,3706,,Defa*** Own***,3,Defa*** Own***,10746,,1,0,,,2,,,,Claim AA01102,,1,,cc:3706,2018-06-26 12:52:31.753,,2018-06-26 12:52:31.753,,,,10003,7120,,2018-06-26 00:00:00.000,750.0,2,,10001,,Defa*** Own***,14,,4508,1,,9373.0
,,,2018-06-26 13:00:05.197,,,0,3707,,Defa*** Own***,3,Defa*** Own***,10751,,1,0,,,2,,,,Claim AA01102,,1,,cc:3707,2018-06-26 12:56:52.389,,2018-06-26 12:56:52.389,,,,10003,7120,,2018-06-26 00:00:00.000,750.0,2,,10001,,Defa*** Own***,14,,4509,1,,9373.0
,,,2018-06-26 16:00:00.249,,,0,3709,,Defa*** Own***,3,Defa*** Own***,10778,,1,0,,,2,,,,Claim AA01102,,1,,cc:3709,2018-06-26 15:45:00.707,,2018-06-26 15:45:00.707,,,,10003,7120,,2018-06-26 00:00:00.000,2.0,2,,10001,,Defa*** Own***,14,,4514,1,,9373.0
,,,2018-06-27 19:36:59.758,,,0,3710,,John Smith,3,John Smith,10838,,1,0,,,2,,,,Claim AA01134,,1,,cc:3710,2018-06-27 19:32:11.196,,2018-06-27 19:32:11.196,,,,10003,7229,,2018-06-27 00:00:00.000,1000.0,2,,10001,,John Smith,14,,4524,1,,9494.0
,,,2018-06-27 20:52:28.917,,,0,3711,,John Smith,3,John Smith,10839,,2,0,,,3,,,,Claim AA01134,,1,,cc:3711,2018-06-27 20:27:43.245,,2018-06-27 20:27:43.245,,,,10003,7229,,2018-06-27 00:00:00.000,1000.0,2,,10001,,John Smith,11,t,4527,1,,9494.0
,,,2018-06-28 12:30:00.695,,,0,3801,,Test HO Und,3,Test HO Und,10945,,1,0,,,2,,,,Claim AA01143,,1,,cc:3801,2018-06-28 12:06:11.746,,2018-06-28 12:06:11.746,,,,10003,7310,,2018-06-28 00:00:00.000,200.0,2,,10001,,Test HO Und,14,,4603,1,,9626.0
,,,2018-06-28 14:30:00.806,,,0,3802,,Banjo Brothers,3,Banjo Brothers,10975,,1,0,,,2,,,,Claim AA01134,,1,,cc:3802,2018-06-28 14:25:34.187,,2018-06-28 14:25:34.187,,,,10003,7229,,2018-06-28 00:00:00.000,10.0,2,,10001,,Banjo Brothers,14,,4604,1,,
,,,2018-06-28 17:00:00.735,,,0,3803,,Test Injured,3,Test Injured,10990,,1,0,,,2,,,,Claim AA01148,,1,,cc:3803,2018-06-28 16:42:10.478,,2018-06-28 16:42:10.478,,,,10003,7321,,2018-06-28 00:00:00.000,150.5,2,,10001,,Test Injured,14,,4607,1,,9667.0
,,,2018-06-28 18:39:43.269,,,0,3804,,Shweta IL,3,Shweta IL,11038,,0,0,,,3,,,,Claim AA01157,,1,,cc:3804,2018-06-28 18:39:43.269,,2018-06-28 18:39:43.269,,,,10003,7329,,2018-06-28 00:00:00.000,300000.0,2,,10001,,Shweta IL,7,,4612,1,,9693.0
,,,2018-06-28 18:41:07.560,,,0,3805,,Shweta IL,3,Shweta IL,11039,,0,0,,,3,,,,Claim AA01157,,1,,cc:3805,2018-06-28 18:41:07.560,,2018-06-28 18:41:07.560,,,,10003,7329,,2018-06-28 00:00:00.000,300000.0,2,,10001,,Shweta IL,7,,4614,1,,9693.0
,,,2018-06-28 19:00:01.038,,,0,3806,,PETROCELLIMICHAEL,3,PETROCELLIMICHAEL,11044,,1,0,,,2,,,,Claim AA01159,,1,,cc:3806,2018-06-28 18:58:34.024,,2018-06-28 18:58:34.024,,,,10003,7331,,2018-06-28 00:00:00.000,10000.0,2,,10001,,PETROCELLIMICHAEL,14,,4620,1,,9696.0
,,,2018-06-28 19:00:01.303,,,0,3807,,PETROCELLIMICHAEL,3,PETROCELLIMICHAEL,11045,,1,0,,,2,,,,Claim AA01159,,1,,cc:3807,2018-06-28 18:58:49.856,,2018-06-28 18:58:49.856,,,,10003,7331,,2018-06-28 00:00:00.000,10000.0,2,,10001,,PETROCELLIMICHAEL,14,,4621,1,,9696.0
,,,2018-06-28 18:59:11.023,,,0,3808,,Shweta IL,3,Shweta IL,11046,,0,0,,,3,,,,Claim AA01159,,1,,cc:3808,2018-06-28 18:59:11.023,,2018-06-28 18:59:11.023,,,,10003,7331,,2018-06-28 00:00:00.000,10000.0,2,,10001,,Shweta IL,7,,4622,1,,9696.0
,,,2018-06-28 19:30:00.459,,,0,3809,,AZ Test,3,AZ Test,11047,,1,0,,,2,,,,Claim AA01150,,1,,cc:3809,2018-06-28 19:25:07.214,,2018-06-28 19:25:07.214,,,,10003,7323,,2018-06-28 00:00:00.000,50.0,2,,10001,,AZ Test,14,,4624,1,,9674.0
,,,2018-06-29 07:02:04.912,,,0,3901,,HO2_WI Test,3,HO2_WI Test,11113,,1,0,,,2,,,,Claim AA01162,,1,,cc:3901,2018-06-29 07:01:36.599,,2018-06-29 07:01:36.599,,,,10003,7402,,2018-06-29 00:00:00.000,500.0,2,,10001,,HO2_WI Test,14,,4702,1,,9807.0
,,,2018-07-02 08:00:00.408,,,0,4002,,Ranga Rayal,3,Ranga Rayal,11302,,1,0,,10002.0,2,,,,Claim AA01143,,1,,cc:4002,2018-07-02 07:34:45.157,,2018-07-02 07:34:45.157,,,,10003,7310,,2018-07-02 00:00:00.000,500.0,2,,10001,,Ranga Rayal,14,,4802,1,,9626.0
,,,2018-07-05 09:59:46.207,,,0,4101,,Test Ranga HO Underlying File,3,Test Ranga HO Underlying File,11503,,1,0,,,2,,,,Claim AA01207,,1,,cc:4101,2018-07-05 09:54:34.612,,2018-07-05 09:54:34.612,,,,10003,7617,,2018-07-05 00:00:00.000,1000.0,2,,10001,,Test Ranga HO Underlying File,14,,4906,1,,10041.0
,,,2018-07-09 10:12:38.375,,,0,4301,,Test Ranga HO Underlying,3,Test Ranga HO Underlying,11752,,1,0,,,2,,,,Claim AA01217,,1,,cc:4301,2018-07-09 10:09:34.369,,2018-07-09 10:09:34.369,,,,10003,7708,,2018-07-09 00:00:00.000,2000.0,2,,10001,,Test Ranga HO Underlying,14,,5107,1,,10118.0
,,,2018-07-09 12:13:01.361,,,0,4302,,John Sheldon,3,John Sheldon,11753,,2,0,,,2,,,,Claim AA01217,,1,,cc:4302,2018-07-09 10:11:49.464,,2018-07-09 10:11:49.464,,,,10003,7708,,2018-07-09 00:00:00.000,1000.0,2,,10001,,John Sheldon,14,,5108,1,,10119.0
,,,2018-07-11 08:45:54.060,,,0,4303,,Pekin claims testing,3,Pekin claims testing,12129,,1,0,,,2,,,,Claim AA01289,,1,,cc:4303,2018-07-11 08:44:54.638,,2018-07-11 08:44:54.638,,,,10003,7781,,2018-07-11 00:00:00.000,4800.0,2,,10001,,Pekin claims testing,14,,5118,1,,10585.0
,,,2018-07-11 10:58:55.815,,,0,4305,,Test Ranga IA ISO PPC,3,Test Ranga IA ISO PPC,12155,,1,0,,,2,,,,Claim AA01293,,1,,cc:4305,2018-07-11 10:57:29.098,,2018-07-11 10:57:29.098,,,,10003,7785,,2018-07-11 00:00:00.000,2000.0,2,,10001,,Test Ranga IA ISO PPC,14,,5125,1,,10593.0
,,,2018-09-07 11:34:20.004,,,0,7002,,Thomas Murrey,3,Thomas Murrey,20260,,1,0,,,2,,,,Claim AA02257,,1,,cc:7002,2018-09-07 11:32:50.929,,2018-09-07 11:32:50.929,,,,10003,11434,,2018-09-07 00:00:00.000,1500.0,2,,10001,,Thomas Murrey,14,,8208,1,,16892.0
,,,2018-09-07 11:34:22.571,,,0,7003,,John Gutenberg,3,John Gutenberg,20261,,2,0,,,2,,,,Claim AA02257,,1,,cc:7003,2018-09-07 11:33:12.803,,2018-09-07 11:33:12.803,,,,10003,11434,,2018-09-07 00:00:00.000,1500.0,2,,10001,,John Gutenberg,14,,8209,1,,17125.0
,,,2018-09-07 11:34:24.079,,,0,7004,,John Gutenberg,3,John Gutenberg,20262,,1,0,,,2,,,,Claim AA02257,,1,,cc:7004,2018-09-07 11:33:50.718,,2018-09-07 11:33:50.718,,,,10003,11434,,2018-09-07 00:00:00.000,500.0,2,,10001,,John Gutenberg,14,,8210,1,,17125.0
,,,2018-09-07 15:10:39.766,,,0,7005,,Thomas Murrey,3,Thomas Murrey,20306,,3,0,,,3,,,,Claim AA02255,,1,,cc:7005,2018-09-07 14:45:31.609,,2018-09-07 14:45:31.609,,,,10003,11432,,2018-09-07 00:00:00.000,3000.0,2,,10001,,Thomas Murrey,14,,8221,1,,17164.0
,,,2018-09-07 15:10:39.766,,,0,7006,,Thomas Murrey,3,Thomas Murrey,20307,,3,0,,,3,,,,Claim AA02255,,1,,cc:7006,2018-09-07 14:46:08.792,,2018-09-07 14:46:08.792,,,,10003,11432,,2018-09-07 00:00:00.000,1500.0,2,,10001,,Thomas Murrey,14,,8222,1,,17164.0
,,,2018-09-07 14:47:01.697,,,0,7007,,John Murrey,3,John Murrey,20308,,1,0,,,2,,,,Claim AA02255,,1,,cc:7007,2018-09-07 14:46:47.403,,2018-09-07 14:46:47.403,,,,10003,11432,,2018-09-07 00:00:00.000,500.0,2,,10001,,John Murrey,14,,8223,1,,17156.0
,,,2018-09-10 10:46:51.107,,,0,7008,,Kimbe*** Be***,3,Kimbe*** Be***,20402,,1,0,,,2,,,,Claim AA02310,,1,,cc:7008,2018-09-10 08:24:43.721,,2018-09-10 08:24:43.721,,,,10003,11640,,2018-09-10 00:00:00.000,25.0,2,,10001,,FName LName,14,,8232,1,,
,,,2018-09-10 10:51:32.440,,,0,7010,,Thomas Murrey,3,Thomas Murrey,20404,,2,0,,,2,,,,,,1,,cc:7010,2018-09-10 10:45:45.485,,2018-09-10 10:45:45.485,,,,10003,11434,,2018-09-10 00:00:00.000,100.0,2,,10001,,Thomas Murrey,3,Payment was denied or voided because InsurPay web service returned error: 'PCON_EmailAddress is required' with error code 34,8234,1,,17125.0
,,,2018-09-10 10:59:36.074,,,0,7011,,Thomas Murrey,3,Thomas Murrey,20410,,1,0,,,2,,,,,,1,,cc:7011,2018-09-10 10:59:29.936,,2018-09-10 10:59:29.936,,,,10003,11434,,2018-09-10 00:00:00.000,100.0,2,,10001,,Thomas Murrey,3,Payment was denied or voided because InsurPay web service returned error: 'PCON_EmailAddress is required' with error code 34,8235,1,,16892.0
,,,2018-09-10 11:01:16.090,,,0,7012,,Thomas Murrey,3,Thomas Murrey,20411,,1,0,,,2,,,,,,1,,cc:7012,2018-09-10 11:01:15.254,,2018-09-10 11:01:15.254,,,,10003,11434,,2018-09-10 00:00:00.000,150.0,2,,10001,,Thomas Murrey,3,Payment was denied or voided because InsurPay web service returned error: 'Amount greater than per transaction limit' with error code IE0005,8236,1,,16892.0
,,,2018-09-10 19:46:35.133,,,0,7101,,GREGORY ONKEN,3,GREGORY ONKEN,20629,,1,0,,10001.0,2,,,,Claim AA02336,,1,,cc:7101,2018-09-10 19:46:20.702,,2018-09-10 19:46:20.702,,,,10003,11731,,2018-09-10 00:00:00.000,1234.0,2,,10001,,GREGORY ONKEN,14,,8303,1,,17400.0
,,,2018-09-12 07:32:52.435,,,0,7102,,James Smith,3,James Smith,20666,,1,0,,,3,,,,Claim AA02343,,1,,cc:7102,2018-09-11 09:34:16.992,,2018-09-11 09:34:16.992,,,,10003,11741,,2018-09-11 00:00:00.000,20.0,2,,10001,,James Smith,14,,8307,1,,17428.0
,,,2018-09-19 14:44:34.971,,,0,7201,,Ad*** Lo***,3,Ad*** Lo***,21276,,1,0,,,2,,,,Claim AA02438,,1,,cc:7201,2018-09-14 09:58:44.866,,2018-09-14 09:58:44.866,,,,10003,11938,,2018-09-14 00:00:00.000,25.0,2,,10001,,James Smith,14,,8414,1,,17932.0
,,,2018-09-19 14:44:36.194,,,0,7203,,Ad*** Lo***,3,Ad*** Lo***,21383,,1,0,,,2,,,,Claim AA02450,,1,,cc:7203,2018-09-14 12:36:48.043,,2018-09-14 12:36:48.043,,,,10003,11958,,2018-09-14 00:00:00.000,25.0,2,,10001,,James Smith,14,,8437,1,,18012.0
,,,2018-09-19 14:44:36.915,,,0,7205,,Ad*** Lo***,3,Ad*** Lo***,21393,,1,0,,,2,,,,Claim AA02451,,1,,cc:7205,2018-09-14 12:47:22.624,,2018-09-14 12:47:22.624,,,,10003,11959,,2018-09-14 00:00:00.000,25.0,2,,10001,,James Smith,14,,8443,1,,18018.0
,,,2018-09-19 14:44:37.440,,,0,7207,,Ad*** Lo***,3,Ad*** Lo***,21403,,1,0,,,2,,,,Claim AA02452,,1,,cc:7207,2018-09-14 13:00:50.831,,2018-09-14 13:00:50.831,,,,10003,11960,,2018-09-14 00:00:00.000,25.0,2,,10001,,James Smith,14,,8449,1,,18024.0
,,,2018-09-19 14:44:37.904,,,0,7209,,Ad*** Lo***,3,Ad*** Lo***,21413,,1,0,,,2,,,,Claim AA02453,,1,,cc:7209,2018-09-14 13:06:33.546,,2018-09-14 13:06:33.546,,,,10003,11961,,2018-09-14 00:00:00.000,25.0,2,,10001,,James Smith,14,,8455,1,,18031.0
,,,2018-09-19 14:44:39.247,,,0,7211,,Ad*** Lo***,3,Ad*** Lo***,21427,,1,0,,,2,,,,Claim AA02455,,1,,cc:7211,2018-09-14 13:31:34.998,,2018-09-14 13:31:34.998,,,,10003,11963,,2018-09-14 00:00:00.000,25.0,2,,10001,,James Smith,14,,8461,1,,18038.0
,,,2018-09-18 14:35:51.328,,,0,7301,,And*** Hanc***,3,And*** Hanc***,21753,,0,0,,,3,,,,Claim AA02490,,1,,cc:7301,2018-09-18 14:35:51.328,,2018-09-18 14:35:51.328,,,,10003,12057,,2018-09-18 00:00:00.000,4000000.0,2,,10001,,And*** Hanc***,7,,8502,1,,18299.0
,,,2018-09-19 14:44:39.685,,,0,7302,,tom bryns,3,tom bryns,21765,,1,0,,,2,,,,Claim AA02493,,1,,cc:7302,2018-09-18 15:13:52.991,,2018-09-18 15:13:52.991,,,,10003,12060,,2018-09-18 00:00:00.000,100.0,2,,10001,,tom bryns,14,,8504,1,,18307.0
